CRD#,SEC#,Primary Business Name,Legal Name,Main Office Address 1,Main Office Address 2,Main City,Main State,Main Zip,Main Phone,Main Fax,Web Site,Registration Status,Registration Status Effective Date
152863,,MENTOR INTERNATIONAL LLC,MENTOR INTERNATIONAL LLC,500 W. PUTNAM AVENUE,SUITE 400,GREENWICH,CT,6830,203.542.7241,203.612.2332,WWW.MENTORALTERNATIVES.COM,Approved,3/16/10
128176,,NRG CAPITAL SERVICES LLC,NRG INTERNATIONAL FINANCIAL SERVICES LLC,14 HAWTHORNE ST S,SUITE B,GREENWICH,CT,6831,203-531-5122,203-413-6349,,Approved,7/17/03
145748,801-69595,OLD ROCK ASSET MANAGEMENT LLC,OLD ROCK ASSET MANAGEMENT LLC,21 BALDWIN FARMS SOUTH,,GREENWICH,CT,6831,203-485-9598,203-629-3809,WWW.OLDROCKASSET.COM,Approved,3/24/11
122680,,PENTALPHA CAPITAL GROUP,"PENTALPHA GROUP, LLC",1 GREENWICH OFFICE PARK,NORTH BUILDING,GREENWICH,CT,6831,203-660-6100,203-629-8907,WWW.PENTALPHAGLOBAL.COM,Approved,5/31/06
139601,,PERKINS INVESTMENT MANAGEMENT INC.,PERKINS INVESTMENT MANAGEMENT INC.,"55 LEWIS STREET, SUITE 9",,GREENWICH,CT,6830,203-542-5032,,WWW.PERKINSIM.COM,Approved,5/16/07
126100,,PERSONAL FINANCIAL ADVISORS,"BROWNING, KAMAL, MIRCHANDANI",562 NORTH STREET,,GREENWICH,CT,6830,203-869-3101,203-869-3101,,Approved,7/9/96
154035,,PRESIDIA CAPITAL LLC,PRESIDIA CAPITAL LLC,239 MILL STREET,,GREENWICH,CT,6830,203.813.3899,,,Approved,11/19/10
125794,,P-SQUARE INVESTMENTS LLC,P-SQUARE INVESTMENTS LLC,5 BEECHCROFT RD,,GREENWICH,CT,06830-3910,203-625-2602,203-625-9646,,Approved,4/29/03
156735,,"REGENT STREET CAPITAL, LLC","REGENT STREET CAPITAL, LLC",TWO GREENWICH OFFICE PARK,SUITE 300,GREENWICH,CT,6831,203-485-7570,203-485-7501,REGENTSTREETCAP.COM,Approved,5/3/11
152806,,"ROCKHOUSE CAPITAL, LLC","ROCKHOUSE CAPITAL, LLC",500 W. PUTNAM AVENUE,SUITE 400,GREENWICH,CT,6830,203-542-7215,203-542-7216,WWW.ROCKHOUSECAPITAL.COM,Approved,9/20/10
154538,,"SALT MARSH INVESTMENTS, LLC","SALT MARSH INVESTMENTS, LLC",5 MOUNTAIN WOOD DRIVE,,GREENWICH,CT,6830,203-561-9480,203-869-9785,,Approved,8/6/10
19789,,SECURITIES INDUSTRY MANAGEMENT CORP.,SECURITIES INDUSTRY MANAGEMENT CORP.,42 WINDING LANE,,GREENWICH,CT,6831,203-869-5745,203-869-5844,,Approved,11/4/96
149406,,"SUGARLOAF ROCK CAPITAL, LLC","SUGARLOAF ROCK CAPITAL, LLC",60 ARCH STREET,,GREENWICH,CT,6830,203-629-0700,203-625-7650,WWW.SLROCK.COM,Approved,5/20/09
128029,,THE BARBASHOP LLC,THE BARBA SHOP LLC,640 WEST PUTNAM AVE,,GREENWICH,CT,6830,203-661-1480,203-661-1588,,Approved,4/30/08
110103,,"THREE LAKES ADVISORS, INC.","THREE LAKES ADVISORS, INC.",303 OVERLOOK DRIVE,,GREENWICH,CT,6830,203-869-4046,203-629-4721,,Approved,5/2/97
153174,,"TIDAL ASSET MANAGEMENT, INC.","TIDAL ASSET MANAGEMENT, INC.",19 ROBERTA LANE,,GREENWICH,CT,6830,203-869-5190,203-869-5190,,Approved,4/20/10
157405,,WAX ASSET MANAGEMENT LLC,WAX ASSET MANAGEMENT LLC,45 PROSPECT STREET,,GREENWICH,CT,6830,(203) 941-0111,,,Approved,4/29/11
16835,801-57163,WEEDEN & CO.L.P.,WEEDEN & CO.L.P.,145 MASON STREET,,GREENWICH,CT,6830,203-861-7600,203-861-7701,WWW.WEEDENCO.COM,Approved,2/13/02
131994,,"DECISION OPTIONS, LLC","DECISION OPTIONS, LLC",94 ANCHORAGE CIRCLE,,GROTON,CT,6340,860-536-6992,860-536-6992 (CALL FIRST),WWW.DECISIONOPTIONS.COM,Approved,6/8/06
117570,,BERNHARD CAPITAL MANAGEMENT,"BERNHARD, CHARLES FRANCIS",17 WATER STREET,,GUILFORD,CT,06437-0552,203-458-7582,203-458-0516,WWW.BERNHARDMANAGEMENT.NET,Approved,8/10/94
127073,,"JODY PAVIGLIONITE, CPA REGISTERED INVESTMENT ADVISOR","PAVIGLIONITE, JODY L",71 WHITFIELD STREET,,GUILFORD,CT,6437,203-453-9595,203-453-9599,,Approved,2/7/01
142786,,"SMARTVALUE INVESTMENT MANAGEMENT, LLC","SMARTVALUE INVESTMENT MANAGEMENT, LLC",69 LONG HILL FARM,,GUILFORD,CT,6437,203-453-1077,,HTTP://WWW.SMARTVALUEINVMGMT.COM,Approved,4/30/07
146810,,"SUMMIT INVESTOR COACH, LLC","SUMMIT INVESTOR COACH, LLC",652 BOSTON POST ROAD,SUITE 3,GUILFORD,CT,06437-2748,203-453-1017,203-453-1653,WWW.SUMMITINVESTORCOACH.COM,Approved,6/17/08
117395,,VISION ASSET MANAGEMENT LLC,VISION ASSET MANAGEMENT LLC,3 GUILFORD POINT RD,,GUILFORD,CT,6437,203-415-5581,203-689-5343,WWW.VISIONASSETMANAGEMENT.COM,Approved,9/18/01
151176,,J. CAPITAL ADVISORS WEALTH MANAGEMENT,J. CAPITAL ADVISORS LLC,1610 SAYBROOK RD,,HADDAM,CT,6438,860-748-4331,860-760-6608,WWW.JCAPITALADVISORS.NET,Approved,2/3/10
125845,,"NM GREENBERG FINANCIAL, LLC",NEIL GREENBERG,975 RIDGE RD,,HAMDEN,CT,6517,203-281-6073,203-288-1974,,Approved,1/2/98
127086,,"TROIKA INVESTMENT ADVISORS, LLC","TROIKA INVESTMENT ADVISORS, LLC",35 MAIN STREET,,HAMPTON,CT,6247,860-455-0637,,,Approved,6/30/00
133162,,"NUTMEG CAPITAL ADVISORS, LLC","NUTMEG CAPITAL ADVISORS, LLC",241 MAIN STREET,3RD FLOOR,HARTFORD,CT,6106,860-524-3410,860-493-7675,,Approved,1/3/05
149595,,"QUANTITATIVE INVESTMENT INSIGHTS, LLC","QUANTITATIVE INVESTMENT INSIGHTS, LLC",100 PEARL STREET,14TH FLOOR,HARTFORD,CT,6103,860-539-2993,860-218-1521,WWW.QUANTINVESTMENTINSIGHTS.COM,Approved,4/1/09
142761,,"WJ FINANCIAL ADVISORS, LLC","WJ FINANCIAL ADVISORS, LLC",4 FRITZ RD,,KILLINGWORTH,CT,6419,860-663-3646,860-663-3646,WWW.WJADVISORS.COM,Approved,4/13/07
126727,801-62211,KUHNS BROTHERS CAPITAL MANAGEMENT,KUHNS BROTHERS CAPITAL MANAGEMENT,558 LIME ROCK ROAD,,LAKEVILLE,CT,6039,860-435-7000,860-435-6540,,Approved,8/28/07
109657,,"LARSON FINANCIAL STRATEGIES, INC.","LARSON FINANCIAL STRATEGIES, INC.",876 TRUMBULL HIGHWAY,,LEBANON,CT,6249,860-642-0600,860-642-4265,WWW.LFSTRATEGIES.COM,Approved,2/15/07
127628,,"FRANCIS N. JACOVINO, SR. INVESTMENT ADVISOR, INC.","FRANCIS N. JACOVINO, SR. INVESTMENT ADVISOR, INC.",10 SOUTH STREET,,LITCHFIELD,CT,6759,860-567-4693,860-567-9255,VALROM23@YAHOO.COM,Approved,1/2/96
108574,801-57296,MOREAU INVESTMENT MANAGEMENT CO,MOREAU INVESTMENT MANAGEMENT CO,436 NORTH LAKE ST,,LITCHFIELD,CT,6759,860-567-3633,860-567-1681,,Approved,3/10/04
149793,,"SUMMIT INVESTMENT MANAGEMENT, LLC","SUMMIT INVESTMENT MANAGEMENT, LLC",42 POND HILL ROAD,,LYME,CT,6371,860-389-2111,,,Approved,5/5/09
127481,,EAST GUILFORD FINANCIAL SERVICES,"GUIDONE, GREGORY JOHN",60 BOSTON POST ROAD,,MADISON,CT,06443-2157,203-318-1177,203-318-1117,,Approved,12/12/01
127149,,"PROFESSIONAL ALLIANCE ASSOCIATES, LLC","PROFESSIONAL ALLIANCE ASSOCIATES, LLC",41 COTTAGE ROAD,,MADISON,CT,6443,203-245-9264,203-245-3985,,Approved,7/27/01
141453,,"VALLEYWOOD CAPITAL GROUP, LLC","VALLEYWOOD CAPITAL GROUP, LLC",54 QUARRY LEDGE,,MADISON,CT,6443,203-245-1737,203-245-1432,,Approved,1/3/07
128112,,"BROUSSEAU, ERNEST J.","BROUSSEAU, ERNEST J.",193 EAST CENTER STREET,,MANCHESTER,CT,6040,860-645-0206,860-649-5173,,Approved,7/11/02
142601,,"FINANCIAL INNOVATIONS, LLC","FINANCIAL INNOVATIONS, LLC",344 NORTH MAIN STREET,,MARLBOROUGH,CT,6447,860-295-8493,860-295-8424,WWW.FINNOVA.NET,Approved,1/30/07
128584,,"STEVEN J. WHITMAN, MBA","WHITMAN, STEVEN JOSEPH",61 STONY BROOK ROAD,,MIDDLEBURY,CT,6762,203-598-0577,,,Approved,9/19/97
139644,,JIM SEAGRAVE & ASSOCIATES,"SEAGRAVE, JAMES, EDWARD",6 WAY ROAD,,MIDDLEFIELD,CT,06455-1080,860-349-7036,203-866-1002,WWW.JIMSEAGRAVE.COM,Approved,6/29/10
142858,,"ELLIOTT FINANCIAL SERVICES, LLC","ELLIOTT FINANCIAL SERVICES, LLC",573 NEWFIELD STREET,,MIDDLETOWN,CT,6457,860-346-9661,860-343-1511,,Approved,2/1/07
145846,,"LIFESTYLE FINANCIAL STRATEGIES, LLC","LIFESTYLE FINANCIAL STRATEGIES, LLC",100 RIVERVIEW CENTER,SUITE 316,MIDDLETOWN,CT,6457,860-344-8356,860-344-5642,WWW.LIFESTYLE-FINANCIAL.COM,Approved,4/30/08
128836,,"WEALTH MANAGEMENT ADVISERS, LLC","WEALTH MANAGEMENT ADVISERS, LLC",166 OLD FARMS EAST,,MIDDLETOWN,CT,6457,860-614-0456,860-347-6076,,Approved,2/7/03
149585,,"LEGACY SQUARED, LLC","LEGACY SQUARED, LLC",263 BROADWAY,,MILFORD,CT,6460,203-701-0284,203-701-0286,WWW.LEGACYSQUARED.COM,Approved,6/17/09
155422,,"LANSDOWNE WEALTH MANAGEMENT, LLC","LANSDOWNE WEALTH MANAGEMENT, LLC",31 WILLOW STREET,2ND FLOOR,MYSTIC,CT,6355,860-245-5078,866-439-0578,HTTP://WWW.LWMWEALTH.COM,Approved,10/29/10
125511,,"PARKER FINANCIAL PLANNING, LLC","PARKER FINANCIAL PLANNING, LLC",28-G COTTRELL ST.,,MYSTIC,CT,6355,860-572-2737,860-572-7888,WWW.PARKERFINPLAN.COM,Approved,11/8/99
154948,,"REINDEL ADVISORY SOLUTIONS, LLC","REINDEL ADVISORY SOLUTIONS, LLC",1 ALLEN STREET,,MYSTIC,CT,6355,860-245-0633,203-413-4359,,Approved,10/4/10
129896,,"SOUND PORTFOLIO ADVISORS, LLC","SOUND PORTFOLIO ADVISORS, LLC",3 FORT RACHEL PLACE,,MYSTIC,CT,6355,860-536-8992,866-573-4957,WWW.SOUNDPORTFOLIOS.COM,Approved,1/2/04
122690,,"AM PRIVATE INVESTMENTS, INC.","AM PRIVATE INVESTMENTS, INC.",45 PINE STREET,,NEW CANAAN,CT,6840,203-972-5095,203-966-8448,WWW.AMINET.COM,Approved,10/26/98
155811,,"BEACON HILL INVESTMENT ADVISORS, LLC","BEACON HILL INVESTMENT ADVISORS, LLC",71 NORHOLT DRIVE,,NEW CANAAN,CT,6840,203-966-5717,617-274-8446,WWW.BEACONHILLFUNDS.COM,Approved,1/4/11
155062,,"BENDING OAK INVESTMENT COUNSEL, LLC","BENDING OAK INVESTMENT COUNSEL, LLC",137 BALD HILL ROAD,,NEW CANAAN,CT,6840,203-966-4589,203-966-4933,,Approved,2/18/11
144946,,CATHERINE AVERY INVESTMENT MANAGEMENT LLC,CATHERINE AVERY INVESTMENT MANAGEMENT LLC,197 DEEP VALLEY ROAD,,NEW CANAAN,CT,6840,203-966-2712,203-966-5697,WWW.CATHERINEAVERYINVEST.COM,Approved,9/25/07
135880,,"CEDAR CREEK ASSET MANAGEMENT, LLC","CEDAR CREEK ASSET MANAGEMENT, LLC",384 WHITE OAK SHADE RD.,,NEW CANAAN,CT,06840-6929,203-972-3396,203-972-3396,,Approved,11/3/05
144423,,"FENWICK INVESTMENTS, LLC","FENWICK INVESTMENTS, LLC","59 GROVE STREET, SUITE 2H",,NEW CANAAN,CT,6840,800-678-4015,866-416-6481,,Approved,7/18/07
126357,,HENRY H. HITCH INVESTMENTS,"HITCH, HENRY HIGGINSON",49 LOCUST AVE,SUITE #1O4,NEW CANAAN,CT,6840,203-972-9081,203-972-0235,,Approved,4/11/02
127687,,"INDIGO ASSET MANAGEMENT, INC.","INDIGO ASSET MANAGEMENT, INC.",72 NORHOLT DRIVE,,NEW CANAAN,CT,6848,203-966-3415,203-972-8633,,Approved,10/28/97
156353,,"MARATHON INVESTMENTS, LLC","MARATHON INVESTMENTS, LLC",608 CHEESE SPRING ROAD,,NEW CANAAN,CT,6840,203-972-6024,,WWW.MARATHON-INVESTMENTS.COM,Approved,2/17/11
130304,,"NEXT STATION CAPITAL, LLC","NEXT STATION CAPITAL, LLC",112 MAIN STREET,,NEW CANAAN,CT,6840,"203-856-9525, 203-966-5042",NONE,NEXTSTATIONCAPITAL.COM,Approved,6/29/04
145927,,"RKS ADVISORS, LLC","RKS ADVISORS, LLC",199 ELM STREET,,NEW CANAAN,CT,6840,203-359-4990,203-359-4989,,Approved,1/1/11
127815,,"RLR CAPITAL MANAGEMENT, INC.","RLR CAPITAL MANAGEMENT, INC.","76 ELM STREET, SUITE 205",,NEW CANAAN,CT,6840,203-966-1801,203-966-1965,,Approved,10/3/03
125699,,"SHAFTER, ETHEL A.","SHAFTER, ETHEL A.","123 RICHMOND HILL ROAD, #17",,NEW CANAAN,CT,6840,203-966-8660,203-966-9413,,Approved,1/28/97
125606,,SHEA FINANCIAL ADVISORS,"SHEA, BRIAN MICHAEL",45 PINE STREET,UNIT 4A,NEW CANAAN,CT,6840,203-966-9651,203-966-9652,,Approved,7/31/96
132629,,"THE PRIVATE WEALTH PLANNING OFFICES, LLC","THE PRIVATE WEALTH PLANNING OFFICES, LLC",729 CARTER STREET,,NEW CANAAN,CT,6840,203-563-0300,888-372-1530,,Approved,12/7/04
126049,,"THE SEGALAS GROUP, LLC","THE SEGALAS GROUP, LLC",11 BURTIS AVENUE,,NEW CANAAN,CT,6840,203-801-5291,203-801-5299,WWW.SEGALASGROUP.COM,Approved,1/3/11
127581,801-62438,"TITANIUM CAPITAL GROUP, LLC","TITANIUM CAPITAL GROUP, LLC",474 PONUS RIDGE,,NEW CANAAN,CT,6840,203-801-0408,203-801-0406,,Approved,7/12/04
119439,,"WALBERT CAPITAL MANAGEMENT, LLC","WALBERT CAPITAL MANAGEMENT, LLC",112 MAIN STREET,,NEW CANAAN,CT,6840,203-972-9215,203-972-9312,WWW.WALBERTCAPITAL.COM,Approved,7/18/02
125598,,"GFCPA FINANCIAL SERVICES,LLC",GENE FREDERICK CASSAVECHIA CPA,193 BALL POND ROAD,,NEW FAIRFIELD,CT,6812,1-203-746-6239,1-203-746-3732,,Approved,1/3/95
131464,801-63203,"ARA PORTFOLIO MANAGEMENT COMPANY, L.L.C.","ARA PORTFOLIO MANAGEMENT COMPANY, L.L.C.",195 CHURCH STREET,9TH FLOOR,NEW HAVEN,CT,06510-2009,203-497-8700,203-497-8787,WWW.ARAPORTFOLIO.COM,Approved,3/20/07
127417,,"AYERS & ASSOCIATES, P.C.","AYERS & ASSOCIATES, P.C.",9 EDWARDS STREET,,NEW HAVEN,CT,6511,203-946-0655,203-946-0668,,Approved,3/6/90
147272,,"HEDGEYE RISK MANAGEMENT, LLC","HEDGEYE RISK MANAGEMENT, LLC",111 WHITNEY AVENUE,,NEW HAVEN,CT,06510-1265,203-562-6500,203-643-2001,WWW.HEDGEYE.COM,Approved,7/3/08
125716,,"M & H ADVISORS, LLC","HOTTIN, GLENN ARTHUR",142 TEMPLE STREET,SUITE 101,NEW HAVEN,CT,6510,203-495-8350,203-495-8352,WWW.MANDHONLINE.COM,Approved,3/19/98
103797,,"NORFOLK MARKETS, LLC","NORFOLK MARKETS, LLC",157 CHURCH STREET,"CONNECTICUT FINANCIAL CENTER, 20TH FLOOR",NEW HAVEN,CT,6510,203-401-3200,203-401-3219,WWW.NORFOLKMKTS.COM,Approved,8/7/00
150338,,SPRINGDALE CAPITAL,SPRINGDALE CAPITAL LLC,820 ORANGE STREET,UNIT 2,NEW HAVEN,CT,6511,203-891-7404,,WWW.SPRIGDALECAP.COM,Approved,7/9/09
125647,,"PASNAU INVESTMENT MANAGEMENT, INC.","PASNAU INVESTMENT MANAGEMENT, INC.",375 WEST MEETINGHOUSE ROAD,,NEW MILFORD,CT,06776-5008,860-354-9903,960-354-9904,,Approved,6/1/99
127056,,FINANCIAL NETWORK CONCEPTS LLC,FINANCIAL NETWORK CONCEPTS LLC,67 LAMP LIGHTER LANE,,NEWINGTON,CT,6111,860-665-1344,860-666-0740,WWW.FINNETCONCEPTS.COM,Approved,5/10/99
123530,,MB & ASSOCIATES,MB & ASSOCIATES,193 DOWD ST,,NEWINGTON,CT,06111-2608,860-675-7723,860-675-7723,,Approved,8/16/96
140689,,"NEW WEST ADVISORS, LLC","NEW WEST ADVISORS, LLC",73 GRANDVIEW DRIVE,,NEWINGTON,CT,06111-4724,860-666-0837,860-666-0837,WWW.NEWWESTADVISORS.COM,Approved,7/27/06
145313,,THE ASSET PROTECTION FINANCIAL GROUP LLC,THE ASSET PROTECTION FINANCIAL GROUP LLC,2306 BERLIN TURNPIKE,1ST FLOOR,NEWINGTON,CT,6111,860-667-8444,860-667-3888,ASSETPROLLC.COM,Approved,12/5/07
149804,,"DMP ASSET MANAGEMENT, LLC","DMP ASSET MANAGEMENT, LLC",84 S. MAIN ST.,,NEWTOWN,CT,6470,203-426-5453,,WWW.DMPASSETMANAGEMENT.COM,Approved,4/13/09
124686,,"FINANCIAL SECURITY GROUP, LLC","FINANCIAL SECURITY GROUP, LLC",33 MAIN STREET,,NEWTOWN,CT,6470,(203)826-3335,,,Approved,7/16/03
125914,,"RLS FINANCIAL GROUP, INC.","RLS FINANCIAL GROUP, INC.",51 SCUDDER RD,,NEWTOWN,CT,6470,203-270-9180,203-270-9185,WWW.RLSFINANCIALGROUP.COM,Approved,11/2/98
123137,,"TR PAUL INVESTMENT SERVICES, LLC","TR PAUL INVESTMENT SERVICES, LLC",14 COMMERCE ROAD,,NEWTOWN,CT,6470,203-426-8161,203-426-8986,,Approved,5/13/03
112304,801-60339,"DRAX ASSET MANAGEMENT, LLC","DRAX ASSET MANAGEMENT, LLC",127 WASHINGTON AVENUE,"EAST BUILDING, 2ND FLOOR",NORTH HAVEN,CT,6473,203-239-1720,203-239-0203,,Approved,10/31/02
126225,,FINANCIAL FOCUS,"MAUTTE, DOROTHY ANN",3320 DIXWELL AVENUE,,NORTH HAVEN,CT,06473-2952,203-288-4039,203-288-4365,,Approved,6/23/00
144954,,KANNER FINANCIAL SERVICES LLC,KANNER FINANCIAL SERVICES LLC,140 WASHINGTON AVE,THIRD FLOOR,NORTH HAVEN,CT,6473,203-239-5370,203-239-6537,WWW.KANNERFINANCIALSERVICES.COM,Approved,8/31/07
150623,,OPEN CIRCLE WEALTH PARTNERS,OPEN CIRCLE ADVISORS LLC,"36 STATE STREET, SUITE 2",,NORTH HAVEN,CT,6473,203-985-0448,203-985-0446,WWW.OPENCIRCLEWEALTH.COM,Approved,1/7/10
111618,,DBA DICK HUTCHINSON REGISTERED INV. ADVISOR,RICHARD ALLEN HUTCHINSON,41 ASH DRIVE,,NORTHFORD,CT,06472-1136,203-484-7056,203-484-7056,,Approved,2/10/93
149404,,"FRONTERA MANAGEMENT, LLC","FRONTERA MANAGEMENT, LLC",800 CONNECTICUT AVENUE,FOUR WEST,NORWALK,CT,6854,(203) 416-6408,(203) 416-6418,WWW.FRONTERAMGMT.COM,Approved,2/27/09
138156,,"IAF MANAGEMENT, LLC","IAF MANAGEMENT, LLC",34 SHOREHAVEN ROAD,,NORWALK,CT,6855,203-853-1611,203-853-1711,,Approved,5/26/08
127160,,IHS HEROLD INC.,IHS HEROLD INC.,200 CONNECTICUT AVENUE,3RD FLOOR,NORWALK,CT,6854,203-847-3344,203-847-5566,WWW/HTTP/HEROLD.COM,Approved,4/26/85
153636,,SKYTOP ADVISORS,DOUGLAS A. RIVKIN,2 SKYTOP DRIVE,,NORWALK,CT,6855,203-855-1149,203-981-9898,,Approved,9/23/10
152519,,"TORA CAPITAL, LLC","TORA CAPITAL, LLC",154 EAST AVENUE,SUITE 301,NORWALK,CT,6851,203-939-1060,203-939-1061,WWW.TORACAPITAL.COM,Approved,1/26/10
126129,,DIME INVESTMENT SERVICES,DIME INVESTMENT SERVICES,290 SALEM TURNPIKE,,NORWICH,CT,6360,860-859-4308,860-823-1787,,Approved,4/25/02
127570,,"FINANCIAL DIRECTIONS, INC.","FINANCIAL DIRECTIONS, INC.",129 WEST THAMES ST,,NORWICH,CT,6360,860-886-4700,860-892-5245,WWW.FDICT.COM,Approved,2/1/91
145431,,"TARP ASSET MANAGEMENT, LLC","TARP ASSET MANAGEMENT, LLC",12 RICKI BETH LANE,,OLD GREENWICH,CT,6870,203-637-8482,,,Approved,3/3/08
139518,,"SENIOR FINANCIAL ADVISORS, LLC","SENIOR FINANCIAL ADVISORS, LLC",57B ROBINSON BLVD,,ORANGE,CT,6477,203-795-7080,203-795-7082,,Approved,3/23/06
124707,,"MASSUCCI & ASSOCIATES FINANCIAL PLANNING & INVESTMENT SERVICES,","MASSUCCI & ASSOCIATES FINANCIAL PLANNING & INVESTMENT SERVICES,",648 MAIN STREET,,PLANTSVILLE,CT,6479,860-628-0434 X 101,860-628-3737,WWW.MASSUCCI1.COM,Approved,7/12/00
125825,,POWELL'S FINANCIAL PLANNING SERVICE,"R.W. POWELL ENTERPRISES, INC.",42 WATERBURY ROAD,P. O. BOX 7077,PROSPECT,CT,06712-1238,203-758-5700,203-758-4854,POWELLSFINACIAL.COM,Approved,11/13/85
151773,,"COX FINANCIAL SERVICES, LLC","COX FINANCIAL SERVICES, LLC",80 LONETOWN ROAD,,REDDING,CT,6896,203-221-2799,315-285-1663,WWW.COXFINANCIALSERVICES.COM,Approved,11/3/09
154119,,KADEN CAPITAL MANAGEMENT LLC,KADEN CAPITAL MANAGEMENT LLC,32 LIMEKILN ROAD,,REDDING,CT,6896,203-451-3829,,,Approved,8/23/10
140758,,"ALDERMAN & COMPANY ADVISORS, LLC","ALDERMAN & COMPANY ADVISORS, LLC",20 SILVER BROOK ROAD,,RIDGEFIELD,CT,06877-5615,203-244-5680,203-286-1604,,Approved,1/3/11
140918,,"ALTERNATIVE RESEARCH SERVICES, INC","ALTERNATIVE RESEARCH SERVICES, INC",174 SILVER SPRING ROAD,,RIDGEFIELD,CT,6877,203-244-5174,,,Approved,8/1/06
148639,,"CIM ADVISERS, LLC","CIM ADVISERS, LLC",43 PEACEABLE STREET,,RIDGEFIELD,CT,6877,203-438-7477,203-438-4445,,Approved,4/24/09
129503,,"CROPSEY ASSET MANAGEMENT, LLC","CROPSEY ASSET MANAGEMENT, LLC",69 ST. JOHNS ROAD,,RIDGEFIELD,CT,6877,203-665-6431,203-665-6443,WWW.CROPSEYAM.COM,Approved,4/10/04
143241,,"CROSS RIVER MANAGEMENT, LLC","CROSS RIVER MANAGEMENT, LLC",456 MAIN STREET,2ND FLOOR,RIDGEFIELD,CT,6877,203-438-0023,203-493-0166,WWW.CROSS-RIVER.COM,Approved,12/13/07
137219,,"GRANITE HILL CAPITAL MANAGEMENT, LLC","GRANITE HILL CAPITAL MANAGEMENT, LLC",115 MAMANASCO ROAD,,RIDGEFIELD,CT,6877,203-431-4447,203-548-9843,WWW.GRANITEHILLCAPITAL.COM,Approved,1/19/06
155427,,MANION CAPITAL LLC,SULLIVAN JAMES D.,52 BOBBY'S COURT,,RIDGEFIELD,CT,6877,203-431-5836,203-431-5839,,Approved,11/23/10
124870,,"PJS FINANCIAL ADVISORY SERVICES, LLC","PJS FINANCIAL ADVISORY SERVICES, LLC","63 COPPS HILL ROAD, SUITE 200",,RIDGEFIELD,CT,6877,203-438-1709,203-894-9049,PETERJSIMONCPA.COM,Approved,2/21/06
140524,,"PREMUS CAPITAL MANAGEMENT, INC.","PREMUS CAPITAL MANAGEMENT, INC.",120 NORRANS RIDGE DRIVE,,RIDGEFIELD,CT,6877,203-403-2411,,,Approved,5/5/10
151405,,"R & R WEALTH STRATEGIES, LLC","R & R WEALTH STRATEGIES, LLC",90 GROVE STREET,,RIDGEFIELD,CT,6877,203-438-0161,203-431-3570,WWW.RRWEALTHSTRATEGIES.COM,Approved,1/4/10
146348,,RIDGEBURY INVESTMENT ADVISORS LLC,RIDGEBURY INVESTMENT ADVISORS LLC,21 OLD SIB ROAD,,RIDGEFIELD,CT,6877,203-438-5846,270-837-5975,WWW.RIDGEBURY.COM,Approved,4/14/08
150118,,TIMEOUS LLC,TIMEOUS LLC,14 CLEARVIEW TERRACE,,RIDGEFIELD,CT,6877,203-438-5127,888-898-3168,WWW.TIMEOUS.US,Approved,7/17/09
125664,,"UPLAND CAPITAL MANAGEMENT, LLC","UPLAND CAPITAL MANAGEMENT, LLC",90 GROVE STREET,SUITE 201,RIDGEFIELD,CT,6877,203-431-8546,203-431-7741,,Approved,2/13/03
156276,,"WORLD TRENDS CAPITAL, LLC","WORLD TRENDS CAPITAL, LLC",36 CATOONAH,SUITE 12,RIDGEFIELD,CT,6877,239-292-7395,,,Approved,3/17/11
123894,,INVESTMENT STRATEGIES/ETHICS ADVISORS,INVESTMENT STRATEGIES/ETHICS ADVISORS,64 ARCH ST,,RIVERSIDE,CT,06878-1924,203-344-9260,NONE,,Approved,10/16/09
154066,,"LITTLE POINT CAPITAL, LLC","LITTLE POINT CAPITAL, LLC",85 CLUB ROAD,85 CLUB ROAD,RIVERSIDE,CT,6878,203-698-7709,203-698-0175,,Approved,9/28/10
149888,,LOCKWOOD WEALTH MANAGEMENT INC.,LOCKWOOD WEALTH MANAGEMENT INC.,138 LOCKWOOD ROAD,,RIVERSIDE,CT,6878,203-940-2291,N/A,WWW.LOCKWOODWEALTH.COM,Approved,6/10/09
141257,,"WARREN WEALTH ADVISORS, LLC","WARREN WEALTH ADVISORS, LLC",1037 PUTNAM AVENUE,,RIVERSIDE,CT,6878,203-549-0080,203-549-0084,,Approved,7/19/07
130695,,"BROOK WEALTH MANAGEMENT, LLC","BROOK WEALTH MANAGEMENT, LLC",525 BROOK STREET,SUITE 203,ROCKY HILL,CT,6067,860-257-8688,860-257-8690,WWW.BROOKWEALTH.COM,Approved,8/26/04
109991,,"CM FINANCIAL ADVISORS, LLC","CM FINANCIAL ADVISORS, LLC",35 COLD SPRING ROAD,,ROCKY HILL,CT,6067,860-563-5505,860-563-5486,,Approved,3/9/00
127151,,SOVEREIGN FINANCIAL SERVICES,"D'AGOSTINO & MAZZONE, LLC",21 NEW BRITAIN AVENUE,SUITE 110,ROCKY HILL,CT,6067,860-257-4554,860-257-4556,WWW.DAGOSTINOANDMAZZONE.COM,Approved,7/10/03
128670,,CROCKETTS LLC,CROCKETTS LLC,111 ROWAYTON AVE,2ND FLOOR,ROWAYTON,CT,6853,203-866-3300,203-854-5021,,Approved,5/25/04
153807,,HARBORVIEW CAPITAL MANAGEMENT LLC,HARBORVIEW CAPITAL MANAGEMENT LLC,134 HIGHLAND AVENUE,,ROWAYTON,CT,6853,203-939-1440,888-708-1619,WWW.HARBORVIEWCAPITAL.NET,Approved,6/17/10
